stringsfile version 1
3752
str_no_string NO_STRING!
str_npc22_personalityclash2_speech_b When_I_tried_to_teach_him_proper_sanitary_procedures,_he_became_red_in_the_face_and_balled_his_fists._I_came_to_you_so_you_could_come_back_with_me_and_tell_the_lazy_idiot_that_I_am_correct.
str_npc1_personalitymatch_speech Captain!_A_fight_like_that_last_one_--_we_licked_them_pretty_good,_didn't_we?
str_npc2_personalitymatch_speech {Sir/Madame}._I_just_wanted_to_tell_you_that_{s11}_may_be_a_rough_sort,_and_I'll_venre_a_thoroughgoing_rogue_as_well,_but_I'm_proud_to_call_him_my_companion.
str_npc3_personalitymatch_speech Hello,_{playername}-dono!_I_had_just_wanted_to_tell_you_that_{s11}_is_a_most_graceful_lass._Did_you_see_her_in_our_last_battle?
str_npc4_personalitymatch_speech Excuse_me,_{sir/madame}._I_just_wanted_to_say_a_word_in_praise_of_{s11}._She_did_well_in_that_last_battle.
str_npc5_personalitymatch_speech That_was_a_fine_battle,_{playername}!_{s11}_is_a_good_man_to_have_by_our_side_in_a_fight.
str_npc6_personalitymatch_speech Captain._Sometimes_I_am_troubled_by_all_this_bloodshed,_although_I_know_that_proud_warlords_must_be_humbled,_and_cruel_bandits_tamed,_if_we_are_to_restore_peace_to_Japan.
str_npc7_personalitymatch_speech Captain._I_was_just_talking_to_{s11}._He_may_be_a_bit_crude,_but_I_believe_that_he_is_a_faithful_friend.
str_npc8_personalitymatch_speech A_fine_battle_that_was,_captain._And_I_have_to_say,_I_admire_the_taunts_that_{s11}_hurled_at_our_enemy.
str_npc9_personalitymatch_speech Captain._{s11}_acquitted_himself_well_in_that_fight_back_there._A_fine,_modest_gentleman_he_is,_if_I_dare_say_so_myself.
str_npc10_personalitymatch_speech Ahoy,_{brother/sister}!_I_wish_you_joy_of_your_victory!_Say,_{s11}'s_not_bad_in_a_scrap,_is_she,_for_a_woman_of_her_youth?_Although_I'm_getting_to_be_a_bit_of_an_old_dog_now.
str_npc11_personalitymatch_speech Boss._{s11}_back_there_didn't_do_badly_in_that_last_fight_at_all._He's_a_good_egg,_too.
str_npc12_personalitymatch_speech A_bloody_business,_{brother/sister},_a_bloody_business_--_although_a_necessary_one,_of_course._{s11},_I_believe,_shares_my_ambivalence_about_this_constant_fighting.
str_npc13_personalitymatch_speech You_have_earned_your_name_today,_oh_valorous_one!_And_{s11},_too!_I_like_that_one._He_quotes_verses_from_his_bible_as_he_goes_into_battle,_which_appeals_to_an_artistic_soul_like_my_own.
str_npc14_personalitymatch_speech Captain._It_is_a_pleasure_going_into_battle_with_men_like_{s11}_by_my_side.
str_npc15_personalitymatch_speech Captain._I_was_just_having_a_word_with_{s11}_after_our_last_battle,_and_it_strikes_me_that_the_man_has_got_a_good_head_on_his_shoulders.
str_npc16_personalitymatch_speech Oy_--_captain._I_was_just_having_a_chat_with_{s11},_after_our_last_little_scrap.
str_npc17_personalitymatch_speech {s11}_is_uncivilized,_but_I_can_recognize_true_nobility_where_I_see_it.
str_npc18_personalitymatch_speech Captain!_{s11}_is_a_fascinating_woman._She_has_stuck_to_the_seas_east_of_China_almost_all_her_life,_but_I_feel_like_she_is_a_kindred_spirit.
str_npc19_personalitymatch_speech Sonuva...!_{s11}_is_great_to_have_around!
str_npc20_personalitymatch_speech Oh_my!_I_thought_I_was_well_travelled,_but_{s11}_has_me_beat!
str_npc21_personalitymatch_speech {s11}_is_actually_pretty_rude._First_of_all,_he_calls_me_a_Filipino,_the_name_the_damned_Spanish_call_my_people._And_second_of_all,_he_insists_on_speaking_to_me_in_Spanish.
str_npc22_personalitymatch_speech {Chief/Chieftess},_what_do_you_think_my_chances_are_with_someone_like_{s11}?_I_mean,_I_am_from_a_chiefly_line_myself,_but_the_way_he_describes_his_rank_back_in_his_homeland..._Am_I_good_enough_for_him?
str_npc1_personalitymatch_speech_b {s11}_was_not_bad_in_a_scrap,_no_doubt._She_could_show_me_a_thing_or_two._A_lot_more_than_that,_actually..._She's_delightful,_even_for_samurai.
str_npc2_personalitymatch_speech_b Based_on_how_he_did_in_that_last_fight,_I'd_say_that_I'd_trust_my_back_to_him_any_day,_although_I'd_still_keep_a_hand_on_my_obi.
str_npc3_personalitymatch_speech_b I_also_confess_that_I_find_her_a_truly_delightful_companion,_a_woman_of_both_wit_and_manners._Perhaps,_perhaps..._Ah,_but_I_say_too_much._Good_day,_{sir/madam}.
str_npc4_personalitymatch_speech_b You_chose_well_to_enlist_her_in_our_company._She_knows_a_thing_or_two_about_a_fight,_and_also_knows_the_importance_of_respecting_her_comrades-in-arms,_unlike_some_others_I_might_mention.
str_npc5_personalitymatch_speech_b As_for_his_other_attributes,_I_doubt_that_he_is_any_more_a_shisho_than_I_am,_but_I_have_to_admire_the_brazen_way_he_demands_everyone_to_call_him_'sensei'.
str_npc6_personalitymatch_speech_b I_must_say_that_{s11}_is_a_source_of_great_comfort_to_me._I_have_told_him_of_my_situation,_and_he_said_to_me_that_my_goal_is_worthy_and_my_methods_just._He_is_wise,_and_I_am_glad_that_he_is_with_us.
str_npc7_personalitymatch_speech_b At_some_point_in_the_future,_if_you_have_no_need_of_our_services,_he_has_promised_to_start_a_fencing_school_with_me._It_was_a_kind_offer._I_am_glad_that_he_is_with_us.
str_npc8_personalitymatch_speech_b She_managed_to_include_their_genealogy,_their_appearance,_and_their_eating_habits_in_a_well-framed_Noh_song._I_personally_prefer_the_opera,_but_we_Europeans_respect_poetic_craftwork_when_we_hear_it.
str_npc9_personalitymatch_speech_b Were_he_of_Japanese_blood,_I_might_ask_for_his_hand._It_is_a_pity_that_he_is_a_foreigner._But_speaking_with_him_is_a_pleasant_way_to_pass_time_on_the_march.
str_npc10_personalitymatch_speech_b Heh._It_just_goes_to_show_that_experience_ain't_everything,_that_vigor_also_wins_battles._I_reckon_she_and_I_together_could_teach_the_world_a_thing_or_two,_couldn't_we?
str_npc11_personalitymatch_speech_b Old_{s11}_in_particular_showed_me_a_thing_or_two._Not_bad,_I_thought,_even_that_he's_old_enough_to_be_my_grandfather.
str_npc12_personalitymatch_speech_b It_saddens_her_deeply_to_take_the_lives_of_her_fellow_countrymen,_however_just_the_cause._She_and_I_have_talked_together_of_a_brighter_future,_of_the_need_to_unite_these_petty_warring_domains_of_Japan,_so_that_we_may_bring_this_time_of_troubles_to_an_end.
str_npc13_personalitymatch_speech_b Also,_although_I_normally_prefer_the_young_and_Japanese_to_the_old_and_foreign,_I_confess_that_I_have_also_noticed_the_desire_he_tries_to_hide_beneath_his_vow_of_celibacy._True,_he_is_a_bit_aloof_on_the_march_and_in_camp,_but_perhaps_my_fair_words_can_melt_the_ice_around_his_heart.
str_npc14_personalitymatch_speech_b He_is_a_professional_soldier,_and_though_he_may_not_be_as_fast_on_his_feet_as_some_others,_he_knows_the_wisdom_of_holding_together_in_a_disciplined_battle-line._You_showed_good_sense_in_bringing_him_into_this_company.
str_npc15_personalitymatch_speech_b War,_like_any_other_affair,_requires_careful_planning_and_preparation,_and_a_firm_grasp_of_strategic_principles._All_other_things_being_equal,_the_best_trained_army_will_win_the_battle,_an_observation_that_I_think_our_last_fight_bears_out._The_men_may_curse_him_now,_but_they'll_learn_to_thank_him,_I'll_warrant.
str_npc16_personalitymatch_speech_b Have_you_heard_his_story?_Can_you_believe_the_wrongs_done_to_him?_I_tell_you,_it_makes_my_blood_boil._I_want_to_cut_off_all_the_heads_of_those_bastards_who_hounded_him_--_and_I'll_do_it,_too,_if_we_ever_run_into_them_in_our_travels.
str_npc17_personalitymatch_speech_b It's_not_her_fault_she_was_born_in_a_wasteland,_where_her_people_know_not_of_growing_grain_or_other_civilized_values._I_think_when_my_campaigning_years_are_over,_I_will_make_her_into_a_Korean_princess.
str_npc18_personalitymatch_speech_b The_journeys_she_has_described_to_me_resemble_my_own,_yet_they_take_place_in_a_much_more_compact_area._I've_sampled_so_much_of_the_world,_but_she_has_shown_me_that_there_are_yet_more_places_to_discover,_lives_to_experience,_and_people..._to_encounter...
str_npc19_personalitymatch_speech_b Feller_knows_how_to_roast_a_good_pig!_He_always_knows_how_to_find_some_too,_even_after_a_bloody_battle!
str_npc20_personalitymatch_speech_b We're_the_most_adventurous_women_each_of_us_know,_although_we_satisfy_our_wanderlust_in_different_ways._I_think_I've_made_a_friend_for_life.
str_npc21_personalitymatch_speech_b But_he's_somehow_refreshing_despite_all_that._He's_like_the_best_friend_I_never_had..._He_even_gave_me_a_nickname--Pac_Man--whatever_that_means.
str_npc22_personalitymatch_speech_b Do_not_be_mistaken_by_my_sentiments,_however._I_will_not_lower_myself_to_the_status_of_a_concubine_or_a_mistress._If_I_cannot_be_a_chief_wife,_it's_better_to_live_with_unrequited_love.
str_npc1_retirement_speech I'm_a_bit_tired_of_marching_up_and_down_the_land,_shedding_my_blood_for_someone_else's_cause._The_loot_is_good,_but_I_think_I've_got_enough_of_that,_now._I'm_going_to_head_back_to_my_village,_take_a_wife,_settle_down,_maybe_raise_horses_if_I_can_afford_it.
str_npc2_retirement_speech I'm_getting_a_bit_tired_of_the_ronin's_life._I'm_going_to_return_to_my_mistress_and_show_her_how_much_I've_grown._I_would_like_to_thank_you_again_for_taking_me_on,_and_wish_you_the_best_of_luck.
str_npc3_retirement_speech I_am_afraid_I_have_something_to_tell_you._I_have_decided_that_Japan_is_not_for_me._I_think_it_is_probably_too_late_for_me_to_acclimate_but_I_may_have_enough_money_to_return_to_England._I_hope_you_will_not_be_angry,_{sir/madam}.
str_npc4_retirement_speech I_have_fought_with_you_honorably,_as_befits_a_son_of_the_Muso_clan,_but_I_am_not_altogether_satisfied_with_your_leadership._I_will_go_home_to_my_ancestral_school,_which_is_much_in_need_of_my_services.
str_npc5_retirement_speech {playername}_--_I_have_fought_for_you_fiercely,_and_loyally._But_you_have_not_always_repayed_my_service_with_the_kind_of_leadership_that_I_deserve._So_I_am_going_home,_in_the_hope_that_the_Emperor's_men_have_forgotten_me,_to_see_if_my_father_and_brothers_survived.
str_npc6_retirement_speech I_joined_this_company_in_the_hope_that_you_would_lead_Japan_out_of_darkness,_and_indeed_I_have_found_a_measure_of_peace_here._But_I_have_some_qualms_about_your_leadership,_and_have_begun_to_suspect_that_the_path_to_avenge_my_husband_can_be_found_elsewhere.
str_npc7_retirement_speech I_am_tired_of_this_squalid_life_of_endless_warfare,_seeing_men_debased_by_fear,_greed,_lust,_and_a_hundred_other_sins._I_have_money_in_my_purse._I_am_going_overseas_to_look_for_a_better_land_than_Japan._I_assume_that_you_will_fare_well_without_me.
str_npc8_retirement_speech I_have_bloodied_my_hands_and_sinned_under_your_service,_and_frankly,_done_well_by_it._But_your_leadership_is_not_always_to_my_liking,_and_anyways_I_have_another_task._I_will_take_what_converts_I_have_won_and_raise_a_new_mission_and_sail_to_China_to_finish_what_I_started._I_wish_you_well.
str_npc9_retirement_speech We_have_fought_well_together,_and_earned_ourselves_much_glory._But_I_have_some_reservations_about_your_leadership,_and_at_any_rate_have_my_patrimony_to_reclaim._I_will_be_leaving_you._Perhaps_we_will_meet_again.
str_npc10_retirement_speech I've_had_enough_of_tromping_up_and_down_the_length_and_breadth_of_Japan._I've_got_enough_to_buy_a_small_bit_of_farmland_somewhere,_so_I_think_I'll_give_that_a_try._So_long,_and_best_of_luck_to_you.
str_npc11_retirement_speech You_did_a_woman_a_great_service_by_taking_her_into_your_company._But_I'm_afraid_I'm_finding_this_life_no_more_to_my_liking_than_being_on_the_lam._Too_much_cold,_too_much_hunger,_and_at_the_end_all_I_see_in_front_of_me_is_a_hole_in_the_ground._So_I'll_be_off,_although_I_don't_know_where.
str_npc12_retirement_speech I've_done_all_right_in_your_company._I_filled_my_belly,_put_some_gold_in_my_purse,_and_broadened_my_knowledge_of_wounds_and_injury_--_I_can't_complain_about_that!_But_I_think_right_now_that_service_in_this_company_is_holding_me_back._I_have_a_duty_to_my_order,_and_for_that_I_need_to_go_on_my_own.
str_npc13_retirement_speech As_the_luster_of_your_name_grows_ever_brighter,_I_fear_that_my_own_reputation_will_seem_pale_in_comparison,_as_the_moon_is_outshined_by_the_sun._I_have_decided_to_strike_out_on_my_own._The_very_best_of_luck_to_you!
str_npc14_retirement_speech I_would_like_to_inform_you_that_I_wish_to_sever_our_relationship._I_intend_to_seek_alternative_employment.
str_npc15_retirement_speech I_appreciate_that_you_took_me_on,_but_I'm_not_altogether_happy_about_how_things_have_worked_out._I'm_going_to_head_off_elsewhere_--_maybe_go_home,_maybe_find_another_master,_I_haven't_quite_decided_yet.
str_npc16_retirement_speech I've_had_good_times_in_this_company,_and_I've_found_myself_a_pretty_trinket_or_two_on_the_battlefield,_but_right_now_it_isn't_working_out._I'm_leaving_you_to_go_offer_my_talents_to_someone_else.
str_npc17_retirement_speech I_have_decided_that_Japan_is_not_for_me._I_think_it_is_probably_too_late_for_me_to_acclimate_--_the_local_nobility_are_powerless_and_impoverished_--_but_enough_time_may_have_passed_for_me_to_return_to_Korea
str_npc18_retirement_speech I_am_tired_of_this_squalid_life_of_endless_warfare,_seeing_men_debased_by_fear,_greed,_lust,_and_a_hundred_other_depravities._I_have_money_in_my_purse._I_am_going_overseas_to_look_for_a_better_land_than_Japan._I_assume_that_you_will_fare_well_without_me.
str_npc19_retirement_speech I_had_a_grand_ole_time_in_your_company,_{playername},_but_it's_time_for_me_to_go._This_ain't_really_my_place_or_time.
str_npc20_retirement_speech You_did_a_me_a_great_service_by_taking_me_into_your_company._But_I'm_afraid_I'm_finding_this_life_no_more_to_my_liking_than_being_on_the_sea._Too_much_cold,_too_much_hunger,_and_at_the_end_all_I_see_in_front_of_me_is_a_hole_in_the_ground._So_I'll_be_off,_although_I_don't_know_where.
str_npc21_retirement_speech I_appreciate_that_you_took_me_on,_but_I'm_not_altogether_happy_about_how_things_have_worked_out._I'm_going_to_head_off_elsewhere_--_maybe_go_home,_maybe_find_another_master,_I_haven't_quite_decided_yet.
str_npc22_retirement_speech We_have_fought_well_together,_and_earned_ourselves_much_glory._But_I_have_some_reservations_about_your_leadership,_and_at_any_rate_have_my_tribe_to_return_to._I_will_be_leaving_you._Perhaps_we_will_meet_again.
str_npc1_rehire_speech Boss_--_it's_good_to_see_you_again._I_know_we_had_our_differences_in_the_past,_but_those_were_some_of_the_best_days_I've_known._And,_to_tell_you_the_truth,_I've_had_a_bit_of_difficulty_finding_work._Listen,_if_you'd_be_willing_to_have_me_back,_I'd_be_willing_to_sign_up_with_your_company_again.
str_npc2_rehire_speech {Sir/Madame}!_It's_good_to_see_you_again._But_I'll_confess_--_I've_been_looking_for_you._I_returned_to_my_mistress,_ready_to_serve_again._But_she_just_asked_quizzically,_'Back_so_soon?'_She_wasn't_sure_I_learned_anything_at_all!_She_didn't_even_notice_that_I_looked_older_now._So_tell_me,_{sir/madam},_would_you_have_me_back_for_a_while_longer?
str_npc3_rehire_speech Well,_hello_{sir/madame}!_It_is_very_good_to_see_you_again._I_have_not_fared_so_well_since_we_parted,_I_am_afraid._I_was_able_to_reach_the_Chinese_mainland,_but_my_money_ran_out_before_I_could_finance_passage_back_to_Europe._China_is_even_less_welcoming_than_Japan,_especially_when_everyone_found_out_that_was_where_I_reached_the_country_from._And_perhaps_I_am_better_suited_to_war_than_to_commerce,_to_share_a_meal_over_a_campfire_with_rough_fellows_than_to_drink_wine_with_the_burghers_of_Amsterdam._{Sir/Madam},_I_must_ask_you_--_will_you_take_me_back?
str_npc4_rehire_speech Why_hello,_captain._It's_been_a_while._You've_done_well_for_yourself,_I_hear._For_my_part,_I've_been_having_some_difficulties_coaxing_a_living_from_my_school_--_locusts,_bad_rains,_unruly_students,_that_sort_of_thing._I_thought_I_might_take_up_the_sword_once_more._I_know_there's_been_some_bad_blood_between_us,_but_I'd_be_honored_to_fight_in_your_ranks_once_again.
str_npc5_rehire_speech {playername}!_Your_fame_grows_ever_greater_--_even_as_far_as_my_homeland,_beyond_the_seas._I'd_returned_there,_hoping_that_the_Emperor's_men_had_forgotten._Well,_they_had_not_--_even_before_I_set_foot_in_my_province,_I_had_word_from_my_cousins_that_imperial_officials_were_looking_for_me._So_I_came_back_again,_hoping_you_might_forget_any_harsh_words_I_had_spoken,_to_see_if_I_could_fight_with_you_once_again.
str_npc6_rehire_speech It_is_good_to_see_you,_{sir/madam}._Everywhere_I_go,_men_are_in_awe_of_your_deeds._I_have_not_had_it_so_well_since_I_left._Wherever_I_go,_I_feel_my_demons_returning._My_soul_is_in_turmoil._For_reasons_that_I_cannot_fully_explain,_I_had_found_peace_in_your_company,_even_if_I_had_questions_about_your_leadership._Will_you_allow_me_to_serve_with_you_once_again?
str_npc7_rehire_speech Captain!_It_is_good_to_see_you._Forgive_what_I_may_have_said_when_we_parted._I_took_a_ship_out_of_Kagoshima,_bound_for_the_west,_but_it_was_taken_by_pirates_and_after_my_ransom_I_was_set_ashore_back_here._There_may_be_better_places_in_the_world_than_Japan,_but_I_have_yet_to_see_them._So_I_think,_if_it_is_my_lot_to_live_here,_then_your_company_is_as_good_a_livelihood_as_any._Will_you_have_me_back?
str_npc8_rehire_speech Greetings_to_you,_{playername}._I_was_wondering_if_the_harsh_words_spoken_between_us_in_the_past_could_be_forgotten._I_have_been_proselytizing_among_the_Zainichi_Chinese_here_in_Japan,_to_see_if_I_could_do_it_easily._But_I_could_not_find_enough_men_to_run_a_mission,_and_those_whom_I_gathered_quickly_got_bored_and_wandered_off._So_I_thought_back_to_the_battles_we_fought_together._Those_were_good_days,_and_I_won_as_many_converts_as_skirmishes.
str_npc9_rehire_speech My_dear,_dear_{man/lady}!_So_good_it_is_to_see_you!_I_have_sought_service_with_the_lords_of_this_land,_but_have_been_most_grieviously_disappointed._Half_of_them_ask_me_to_entertain_them_by_writing_tanka_or_playing_biwa,_as_though_I_were_an_entertainer._They_do_not_recognize_the_nobility_of_the_kuge_of_the_emperor's_court!_I_have_looked_for_you,_to_see_if_you_would_wish_me_to_join_you_again.
